nid,jid,Court Type,Last Name,First Name,Middle Name,Suffix,Birth Year,Birth City,Birth State,Gender,Race or Ethnicity
1394721,3578,U.S. District Court,Biggs,Loretta,Copeland, ,1954,Atlanta,GA,Female,African American
1394726,3579,U.S. District Court,Blakey,John,Robert, ,1965,South Bend,IN,Male,White
1394731,3580,U.S. District Court,Bough,Stephen,Rogers, ,1970,Gainesville,FL,Male,White
1394736,3581,U.S. District Court,Burroughs,Allison,Dale, ,1961,Boston,MA,Female,White
1394741,3582,U.S. District Court,Dillon,Elizabeth,Kay, ,1960,Omaha,NE,Female,White
1394746,3583,U.S. District Court,Gilliam,Haywood,Stirling,Jr.,1969,Marlborough,MA,Male,African American
1394751,3584,U.S. District Court,Mazzant,Amos,Louis,III,1965,Ellwood City,PA,Male,White
1394756,3585,U.S. District Court,Mehta,Amit,Priyavadan, ,1971,Patan,India,Male,Asian American
1394761,3586,U.S. District Court,Pitman,Robert,Lee, ,1962,Fort Worth,TX,Male,White
1394766,3587,U.S. District Court,Schroeder,Robert,William,III,1966,Texarkana,TX,Male,White
1394771,3588,U.S. District Court,Bennett,Alfred,Homer, ,1965,Ennis,TX,Male,African American
1394776,3589,U.S. District Court,Hanks,George,Carol,Jr.,1965,Breaux Bridge,LA,Male,African American
1394781,3590,U.S. District Court,Parrish,Jill,N., ,1963,Ogden,UT,Female,White
1394786,3591,U.S. District Court,Olvera,Jose,Rolando,Jr.,1963,Houston,TX,Male,Hispanic
1394791,3592,U.S. Court of Appeals,Stoll,Kara,Farnandez, ,1968,Wilmington,DE,Female,Hispanic
1394796,3593,U.S. District Court,Ketchmark,Roseann,Ambrosia, ,1963,Lindsay,OK,Female,White
1394801,3594,U.S. District Court,Drozd,Dale,Alan, ,1955,Long Beach,CA,Male,White
1394806,3595,U.S. District Court,Donnelly,Ann,Marie, ,1959,Royal Oak,MI,Female,White
1394811,3596,U.S. District Court,Vilardo,Lawrence,Joseph, ,1955,Buffalo,NY,Male,White
1394816,3597,U.S. District Court,Hall,LaShann,Moutique DeArcy, ,1970,Hollywood,CA,Female,African American
1394821,3598,U.S. District Court,McDonough,Travis,Randall, ,1972,Chattanooga,TN,Male,White
1394826,3599,U.S. District Court,Wright,Wilhelmina,Marie, ,1964,Norfolk,VA,Female,African American
1394831,3600,U.S. District Court,Vazquez,John,Michael, ,1970,Honolulu,HI,Male,Hispanic/White
1394836,3601,U.S. District Court,Ebinger,Rebecca,Goodgame, ,1975,Clearwater,FL,Female,White
1394841,3602,U.S. District Court,Strand,Leonard,Terry, ,1965,Sioux City,IA,Male,White
1394846,3603,U.S. District Court,Crenshaw,Waverly,David,Jr.,1956,Nashville,TN,Male,African American
1394851,3604,U.S. District Court,Xinis,Paula, , ,1968,Mineola,NY,Female,White
1394866,3607,U.S. District Court,Rossiter,Robert,F.,Jr.,1956,Camp Lejeune,NC,Male,White
1394871,3608,U.S. District Court,Martinotti,Brian,R., ,1961,Englewood,NJ,Male,White
3015971,3015971,U.S. District Court,Nye,David,Charles,,1958,Lynwood,CA,Male,White
3114866,3114866,U.S. Court of Appeals,Bush,John,Kenneth,,1964,Hot Springs,AR,Male,White
3267886,3267886,U.S. Court of Appeals,Newsom,Kevin,Christopher,,1972,Birmingham,AL,Male,White
3687506,3687506,U.S. District Court,Kelly,Timothy,James,,1969,Glen Cove,NY,Male,White
3951691,3951691,U.S. District Court,Palk,Scott,Lawrence,,1967,Tulsa,OK,Male,White
3975196,3975196,U.S. District Court,McFadden,Trevor,Neil,,1978,Alexandria,VA,Male,White
3979311,3979311,U.S. Court of Appeals,Barrett,Amy,Coney,,1972,New Orleans,LA,Female,White
3984221,3984221,U.S. Court of Appeals,Larsen,Joan,Louise,,1968,Waterloo/Cedar Falls,IA,Female,White
3989726,3989726,U.S. Court of Appeals,Eid,Allison,Hartwell,,1965,Seattle,WA,Female,White
3989731,3989731,U.S. Court of Appeals,Bibas,Stephanos,,,1969,Queens,NY,Male,White
4020796,4020796,U.S. District Court,Coggins,Donald,Cecil,Jr.,1959,Spartanburg,SC,Male,White
4022586,4022586,U.S. District Court,Friedrich,Dabney,Langhorne,,1967,Pensacola,FL,Female,White
4022736,4022736,U.S. Court of Appeals,Katsas,Gregory,George,,1964,Boston,MA,Male,White
4025236,4025236,U.S. Court of Appeals,Grasz,Leonard,Steven,,1961,Chappell,NE,Male,White
4025356,4025356,U.S. Court of Appeals,Willett,Don,R.,,1966,Dallas,TX,Male,White
4025386,4025386,U.S. Court of Appeals,Ho,James,C.,,1973,Taipei,Taiwan,Male,Asian American
4027846,4027846,U.S. District Court,Campbell,William,Lynn,Jr.,1969,Nashville,TN,Male,White
4028131,4028131,U.S. District Court,Parker,Thomas,Lee Robinson,,1963,Memphis,TN,Male,White
4028216,4028216,U.S. District Court,Brown,Michael,Lawrence,,1968,Quantico,VA,Male,White
4028221,4028221,U.S. District Court,Counts,Walter,David,III,1961,Knox City,TX,Male,White
4097796,4097796,U.S. Court of Appeals,Stras,David,Ryan,,1974,Wichita,KS,Male,White
4237586,4237586,U.S. Court of Appeals,Branch,Elizabeth,Lee,,1968,Atlanta,GA,Female,White
4263096,4263096,U.S. District Court,Quattlebaum,A.,Marvin,Jr.,1964,Durham,NC,Male,White
4268601,4268601,U.S. District Court,Scholer,Karen,Gren,,1957,Tokyo,Japan,Female,Asian American
4268606,4268606,U.S. District Court,Self,Tilman,Eugene,III,1968,Macon,GA,Male,White
4273111,4273111,U.S. District Court,Doughty,Terry,Alvin,,1959,Rayville,LA,Male,White
4444651,4444651,U.S. District Court,Boom,Claria,Horn,,1969,Ashland,KY,Female,White
4477666,4477666,U.S. District Court,Broomes,John,Wesley,,1969,New Orleans,LA,Male,White
4477671,4477671,U.S. District Court,Jennings,Rebecca,Grady,,1978,Wilmington,DE,Female,White
4517676,4517676,U.S. Court of Appeals,Duncan,Stuart,Kyle,,1972,Baton Rouge,LA,Male,White
4602991,4602991,U.S. Court of Appeals,Brennan,Michael,Brian,,1963,Milwaukee,WI,Male,White
4622996,4622996,U.S. Court of Appeals,Scudder,Michael,Yale,Jr.,1971,Fort Wayne,IN,Male,White
4625001,4625001,U.S. Court of Appeals,Carson,Joel,McElroy,III,1971,Artesia,NM,Male,White
4625006,4625006,U.S. Court of Appeals,Nalbandian,John,Baylor,,1969,Fort Ord,CA,Male,Asian American
4733051,4733051,U.S. District Court,Wier,Robert,Earl,,1967,Harlan,KY,Male,White
4733056,4733056,U.S. District Court,Rodriguez,Fernando,,Jr.,1969,Harlingen,TX,Male,Hispanic
4738061,4738061,U.S. District Court,Axon,Annemarie,Carney,,1973,Winter Park,FL,Female,White
4908101,4908101,U.S. Court of Appeals,Bennett,Mark,Jeremy,,1953,Brooklyn,NY,Male,White
4947641,4947641,U.S. Court of Appeals,Oldham,Andrew,Stephen,,1978,Richmond,VA,Male,White
5014276,5014276,U.S. Court of Appeals,Grant,Britt,Cagle,,1978,Atlanta,GA,Female,White
5018781,5018781,U.S. District Court,Beaverstock,Jeffrey,Uhlman,,1968,Waterbury,CT,Male,White
5018791,5018791,U.S. District Court,Connolly,Colm,Felix,,1964,Wilmington,DE,Male,White
5018796,5018796,U.S. District Court,Marks,Emily,Coody,,1973,Tuscaloosa,AL,Female,White
5019301,5019301,U.S. District Court,Noreika,Maryellen,,,1966,Pittsburgh,PA,Female,White
5019306,5019306,U.S. District Court,Otake,Jill,Aiko,,1973,Honolulu,HI,Female,Asian American
5019311,5019311,U.S. District Court,Teeter,Holly,Lou,,1979,Kansas City,KS,Female,White
5090921,5090921,U.S. Court of Appeals,Richardson,Julius,Ness,,1976,Columbia,SC,Male,White
5152931,5152931,U.S. District Court,Moorer,Terry,Fitzgerald,,1961,Greenville,AL,Male,African American
5152936,5152936,U.S. District Court,Baker,R.,Stan,,1977,Athens,GA,Male,White
5153441,5153441,U.S. District Court,Goodwin,Charles,Barnes,,1970,Clinton,OK,Male,White
5153446,5153446,U.S. District Court,Ashe,Barry,Weldon,,1956,New Orleans,LA,Male,White
5153451,5153451,U.S. District Court,Sweeney,James,Russell,II,1961,Indianapolis,IN,Male,White
5153456,5153456,U.S. District Court,Baxter,Susan,Paradise,,1956,Latrobe,PA,Female,White
5153461,5153461,U.S. District Court,Brasel,Nancy,Ellen,,1969,Durham,England,Female,White
5197971,5197971,U.S. District Court,Horan,Marilyn,Jean,,1954,Butler,PA,Female,White
5197976,5197976,U.S. District Court,Jung,William,Frederic,,1958,Fort Belvoir,VA,Male,White
5197981,5197981,U.S. District Court,Dooley,Kari,Anne,,1963,New York,NY,Female,White
5197986,5197986,U.S. District Court,Lanza,Dominic,William,,1976,Seattle,WA,Male,White
5197991,5197991,U.S. District Court,Williams,Charles,Joseph,,1963,Cedar Rapids,IA,Male,White
5197996,5197996,U.S. District Court,Summerhays,Robert,Rees,,1965,Fort Worth,TX,Male,White
5198501,5198501,U.S. District Court,Tostrud,Eric,Christian,,1965,St. Paul,MN,Male,White
5198506,5198506,U.S. District Court,Albright,Alan,D,,1959,Dauphin,PA,Male,White
5373046,5373046,U.S. Court of Appeals,Porter,David,James,,1966,Kittanning,PA,Male,White
5373051,5373051,U.S. Court of Appeals,Nelson,Ryan,Douglas,,1973,Idaho Falls,ID,Male,White
5373556,5373556,U.S. District Court,Ray,William,McCrary,II,1963,Macon,GA,Male,White
5373561,5373561,U.S. District Court,Burke,Liles,Clifton,,1969,Cullman,AL,Male,White
5373566,5373566,U.S. District Court,Juneau,Michael,Joseph,,1962,Monroe,LA,Male,White
5374071,5374071,U.S. District Court,Norris,Mark,Saalfield,Sr.,1955,Akron,OH,Male,White
5374576,5374576,U.S. District Court,Richardson,Eli,Jeremy,,1967,Summit,NJ,Male,White
5374581,5374581,U.S. District Court,Kleeh,Thomas,Shawn,,1974,Wheeling,WV,Male,White
5374586,5374586,U.S. District Court,Kernodle,Jeremy,Daniel,,1976,Memphis,TN,Male,White
5374591,5374591,U.S. District Court,Phipps,Peter,Joseph,,1973,Abilene,TX,Male,White
5375096,5375096,U.S. District Court,Brnovich,Susan,Marie,,1968,Madison,WI,Female,White
5375101,5375101,U.S. District Court,Kenney,Chad,Francis,Sr.,1955,Upper Darby,PA,Male,White
5375106,5375106,U.S. District Court,Hanlon,James,Patrick,,1970,Evanston,IL,Male,White
5375111,5375111,U.S. District Court,Walker,Lance,Edward,,1972,Milo,ME,Male,White
5675191,5675191,U.S. Court of Appeals,Kobes,Jonathan,Allen,,1974,Sioux City,IA,Male,White
6063776,6063776,U.S. Court of Appeals,Miller,Eric,David,,1975,Oak Park,IL,Male,White
6098356,6098356,U.S. Court of Appeals,Rushing,Allison,Jones,,1982,Hendersonville,NC,Female,White
6103361,6103361,U.S. Court of Appeals,Readler,Chad,Andrew,,1972,Pontiac,MI,Male,White
6105366,6105366,U.S. Court of Appeals,Murphy,Eric,Earl,,1979,Indianapolis,IN,Male,White
6130381,6130381,U.S. Court of Appeals,Matey,Paul,Brian,,1971,Edison,NJ,Male,White
6135386,6135386,U.S. Court of Appeals,Rao,Neomi,Jehangir,,1973,Detroit,MI,Female,Asian American
6202901,6202901,U.S. Court of Appeals,Bade,Bridget,Shelton,,1965,Phoenix,AZ,Female,White
6244926,6244926,U.S. District Court,Altman,Roy,Kalman,,1982,Caracas,Venezuela,Male,Hispanic
6273446,6273446,U.S. District Court,Domenico,Daniel,Desmond,,1972,Boulder,CO,Male,White
6273451,6273451,U.S. District Court,Wyrick,Patrick,Robert,,1981,Denison,TX,Male,White
6278456,6278456,U.S. District Court,Brady,Holly,Ann,,1969,Fort Wayne,IN,Female,White
6278461,6278461,U.S. District Court,Morales,David,Steven,,1968,Edinburg,TX,Male,Hispanic
6379986,6379986,U.S. District Court,Barker,J.,Campbell,,1980,New Orleans,LA,Male,White
6383991,6383991,U.S. District Court,Brasher,Andrew,Lynn,,1981,Milan,TN,Male,White
6384996,6384996,U.S. District Court,Ruiz,Rodolfo,Armando,II,1979,Miami,FL,Male,Hispanic
6385001,6385001,U.S. District Court,Arias-Marxuach,Raúl,Manuel,,1967,San Juan,Puerto Rico,Male,Hispanic
6385006,6385006,U.S. District Court,Wolson,Joshua,David,,1974,Ann Arbor,MI,Male,White
6420566,6420566,U.S. Court of Appeals,Park,Michael,Hun,,1976,St. Paul,MN,Male,Asian American
6445071,6445071,U.S. District Court,Truncale,Michael,Joseph,,1957,Beaumont,TX,Male,White
6453086,6453086,U.S. Court of Appeals,Lee,Kenneth,Kiyul,,1975,Seoul,South Korea,Male,Asian American
6455091,6455091,U.S. District Court,Vitter,Wendy,Baldwin,,1961,New Orleans,LA,Female,White
6480596,6480596,U.S. Court of Appeals,Collins,Daniel,Paul,,1963,Brooklyn,NY,Male,White
6489101,6489101,U.S. District Court,Nielson,Howard,Curtis,Jr.,1968,Provo,UT,Male,White
6489106,6489106,U.S. District Court,Clark,Stephen,Robert,Sr.,1966,Evanston,IL,Male,White
6489111,6489111,U.S. District Court,Nichols,Carl,John,,1970,Rhinebeck,NY,Male,White
6489616,6489616,U.S. District Court,Bell,Kenneth,Davis,Sr.,1958,Bedford,OH,Male,White
6586021,6586021,U.S. District Court,Alston,Rossie,David,Jr.,1957,Washington,DC,Male,African American
6589526,6589526,U.S. District Court,Morrison,Sarah,Daggett,,1970,Lufkin,TX,Female,White
6594531,6594531,U.S. District Court,Barker,Pamela,Ann,,1957,Cleveland,OH,Female,White
6594536,6594536,U.S. District Court,Maze,Corey,Landon,,1978,Gadsden,AL,Male,White
6595041,6595041,U.S. District Court,Smith,Rodney,,,1974,Orlando,FL,Male,African American
6595046,6595046,U.S. District Court,Barber,Thomas,Patrick,,1966,Pittsburgh,PA,Male,White
6595551,6595551,U.S. District Court,Boulee,Jean-Paul,,,1971,Kankakee,IL,Male,White
6631056,6631056,U.S. District Court,Kacsmaryk,Matthew,Joseph,,1977,Gainesville,FL,Male,White
6631561,6631561,U.S. District Court,Winsor,Allen,Cothrel,,1976,Orlando,FL,Male,White
6631566,6631566,U.S. District Court,Cain,James,David,Jr.,1964,DeRidder,LA,Male,White
6631571,6631571,U.S. District Court,Guidry,Greg,Gerard,,1960,Jefferson,LA,Male,White
6729576,6729576,U.S. Court of Appeals,Bress,Daniel,Aaron,,1979,Hollister,CA,Male,White
6731081,6731081,U.S. District Court,Wetherell,T.,Kent,II,1970,Daytona Beach,FL,Male,White
6731086,6731086,U.S. District Court,Ranjan,J.,Nicholas,,1978,Lancaster,OH,Male,Asian American
6731091,6731091,U.S. District Court,Leichty,Damon,Ray,,1971,Rensselaer,IN,Male,White
6770606,6770606,U.S. District Court,Corker,Clifton,Leland,,1967,Richmond,VA,Male,White
6801611,6801611,U.S. District Court,Berger,Wendy,Williams,,1968,Athens,GA,Female,White
6801616,6801616,U.S. District Court,Buescher,Brian,Craig,,1975,Beatrice,NE,Male,White
6830641,6830641,U.S. District Court,Liburdi,Michael,Thomas,,1977,Scranton,PA,Male,White
6831146,6831146,U.S. District Court,Welte,Peter,David,,1965,New Britain,CT,Male,White
6831671,6831671,U.S. District Court,Hendrix,James,Wesley,,1977,Lubbock,TX,Male,White
6834676,6834676,U.S. District Court,Jordan,Sean,D.,,1965,New York,NY,Male,White
6839681,6839681,U.S. District Court,Immergut,Karin,Johanna,,1960,Brooklyn,NY,Female,White
6839686,6839686,U.S. District Court,Younge,John,Milton,,1955,Philadelphia,PA,Male,African American
6840191,6840191,U.S. District Court,Rowland,Mary,Margaret,,1961,Akron,OH,Female,White
6840196,6840196,U.S. District Court,Pittman,Mark,Timothy,,1975,Big Spring,TX,Male,White
6840201,6840201,U.S. District Court,Brown,Jeffrey,Vincent,,1970,Dallas,TX,Male,White
6840706,6840706,U.S. District Court,Starr,Brantley,David,,1979,San Antonio,TX,Male,White
6840711,6840711,U.S. District Court,Pulliam,Jason,Kenneth,,1971,Brooklyn,NY,Male,African American
6840716,6840716,U.S. District Court,Pacold,Martha,Maria,,1979,Richmond,VA,Female,Asian American
6840721,6840721,U.S. District Court,Stickman,William,Shaw,IV,1979,Pittsburgh,PA,Male,White
7049256,7049256,U.S. District Court,Haines,Stephanie,Lou,,1969,Johnstown,PA,Female,White
7049261,7049261,U.S. District Court,Brown,Ada,Elene,,1974,Oklahoma City,OK,Female,African American
7049561,7049561,U.S. District Court,Grimberg,Steven,Daniel,,1974,New York,NY,Male,Hispanic
7049771,7049771,U.S. District Court,Seeger,Steven,Charles,,1971,Normal,IL,Male,White
7049776,7049776,U.S. District Court,McElroy,Mary,Susan,,1965,Providence,RI,Female,White
7049781,7049781,U.S. District Court,Gallagher,Stephanie,Agli,,1972,Rockville,CT,Female,White
7223861,7223861,U.S. District Court,Kovner,Rachel,Peter,,1979,New York,NY,Female,White
7223866,7223866,U.S. District Court,Eskridge,Charles,R.,III,1963,Cleveland,OH,Male,White
7223871,7223871,U.S. District Court,Volk,Frank,William,,1965,Morgantown,WV,Male,White
7224376,7224376,U.S. District Court,Novak,David,John,,1961,Greensburg,PA,Male,White
7263221,7263221,U.S. District Court,Walker,Justin,Reed,,1982,Louisville,KY,Male,White
7328941,7328941,U.S. Court of Appeals,Hunsaker,Danielle,Jo,,1977,Roseburg,OR,Female,White
7330446,7330446,U.S. District Court,Rudofsky,Lee,Philip,,1979,New York,NY,Male,White
7330451,7330451,U.S. District Court,Wilson,Jennifer,Philpott,,1975,Washington,DC,Female,White
7330456,7330456,U.S. Court of Appeals,Nardini,William,Joseph,,1969,Glen Ridge,NJ,Male,White
7365461,7365461,U.S. Court of Appeals,Menashi,Steven,James,,1979,White Plains,NY,Male,White
7390466,7390466,U.S. Court of Appeals,Luck,Robert,Joshua,,1979,South Miami,FL,Male,White
7395471,7395471,U.S. Court of Appeals,Lagoa,Barbara,,,1967,Miami,FL,Female,Hispanic
7460631,7460631,U.S. District Court,Komitee,Eric,Ross,,1970,Freeport,NY,Male,White
7465641,7465641,U.S. District Court,Sinatra,John,Leonard,Jr.,1972,Buffalo,NY,Male,White
7465646,7465646,U.S. District Court,Pitlyk,Sarah,Elizabeth,,1977,Indianapolis,IN,Female,White
7465651,7465651,U.S. District Court,Cole,Douglas,Russell,,1964,Janesville,WI,Male,White
7465656,7465656,U.S. District Court,Huffaker,R.,Austin,Jr.,1973,Montgomery,AL,Male,White
7465661,7465661,U.S. District Court,Barlow,David,Bruce,,1971,Provo,UT,Male,White
7470666,7470666,U.S. District Court,Myers,Richard,Ernest,II,1967,Kingston,Jamaica,Male,African American/White
7470671,7470671,U.S. District Court,Lydon,Sherri,Allen,,1962,Myrtle Beach,SC,Female,White
7499211,7499211,U.S. Court of Appeals,Bumatay,Patrick,Joseph,,1978,Secaucus,NJ,Male,Asian American
7504281,7504281,U.S. Court of Appeals,VanDyke,Lawrence,James Christopher,,1972,Midland,TX,Male,White
7539421,7539421,U.S. District Court,McFarland,Matthew,Walden,,1967,Portsmouth,OH,Male,White
7543926,7543926,U.S. District Court,Singhal,Anuraag,Hari,,1963,Philadelphia,PA,Male,Asian American
7543931,7543931,U.S. District Court,Marston,Karen,Spencer,,1968,Portsmouth,VA,Female,White
7544351,7544351,U.S. District Court,Traynor,Daniel,Mack,,1970,Devils Lake,ND,Male,White
7544441,7544441,U.S. District Court,Dishman,Jodi,Warmbrod,,1979,Memphis,TN,Female,White
7544446,7544446,U.S. District Court,Gallagher,John,Michael,,1966,New York,NY,Male,White
7544951,7544951,U.S. District Court,Jones,Bernard,Maurice,II,1979,Oklahoma City,OK,Male,African American
7545456,7545456,U.S. District Court,Vyskocil,Mary,Kay,,1958,New York,NY,Female,White
7545461,7545461,U.S. District Court,Riggs,Kea,Whetzal,,1965,Midwest City,OK,Female,White
7545466,7545466,U.S. District Court,Colville,Robert,John,,1965,Pittsburgh,PA,Male,White
7545471,7545471,U.S. District Court,Liman,Lewis,Jeffrey,,1960,New York,NY,Male,White
7545476,7545476,U.S. District Court,Brown,Gary,Richard,,1963,Brooklyn,NY,Male,White
7545481,7545481,U.S. District Court,Davis,Stephanie,Dawkins,,1967,Kansas City,MO,Female,African American
